question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,r1,r2,s,ground_truth
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,0.0018284889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018284889,0.0,0.0,0.0,0.4,0,0.6931471805599453,0.0036569778,3
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,0.0018284889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018284889,0.0,0.0,0.0,0.4,1,0.4054651081081644,0.0036569778,2
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,0.0018284889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018284889,0.0,0.0,0.0,0.4,2,0.2876820724517809,0.0036569778,0
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,0.0018284889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018284889,0.0,0.0,0.0,0.4,3,0.22314355131420976,0.0036569778,2
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,0.0018284889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018284889,0.0,0.0,0.0,0.4,4,0.18232155679395462,0.0036569778,1
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.2,5,0.1541506798272583,6.651804E-4,0
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.2,6,0.13353139262452263,6.651804E-4,0
b6229ed9-3e91-4077-a3ac-f7055ce31a0b,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.2,7,0.11778303565638346,6.651804E-4,0
45a66c3c-4241-486d-8708-e98af8042cfa,0.0087798275,0.0032382687,0.0,0.0032382687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087798275,0.0032382687,0.0,0.0032382687,0.33333334,0,0.6931471805599453,0.017559655,2
45a66c3c-4241-486d-8708-e98af8042cfa,0.0025258013,0.0,9.981358E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025258013,0.0,9.981358E-5,0.0,0.33333334,1,0.4054651081081644,0.0050516026,2
45a66c3c-4241-486d-8708-e98af8042cfa,0.0025258013,0.0,9.981358E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025258013,0.0,9.981358E-5,0.0,0.33333334,2,0.2876820724517809,0.0050516026,1
45a66c3c-4241-486d-8708-e98af8042cfa,0.0015823481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015823481,0.0,0.0,0.0,0.16666667,3,0.22314355131420976,0.0031646963,2
45a66c3c-4241-486d-8708-e98af8042cfa,0.0015823481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015823481,0.0,0.0,0.0,0.16666667,4,0.18232155679395462,0.0031646963,2
45a66c3c-4241-486d-8708-e98af8042cfa,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.16666667,5,0.1541506798272583,6.651804E-4,0
45a66c3c-4241-486d-8708-e98af8042cfa,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.16666667,6,0.13353139262452263,6.651804E-4,0
45a66c3c-4241-486d-8708-e98af8042cfa,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.16666667,7,0.11778303565638346,6.651804E-4,3
45a66c3c-4241-486d-8708-e98af8042cfa,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.16666667,8,0.1053605156578263,6.651804E-4,0
45a66c3c-4241-486d-8708-e98af8042cfa,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.16666667,9,0.09531017980432487,6.651804E-4,0
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,0,0.6931471805599453,6.651804E-4,3
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,1,0.4054651081081644,6.651804E-4,2
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,2,0.2876820724517809,6.651804E-4,0
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,3,0.22314355131420976,6.651804E-4,2
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,4,0.18232155679395462,6.651804E-4,0
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,5,0.1541506798272583,6.651804E-4,0
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,6,0.13353139262452263,6.651804E-4,1
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,7,0.11778303565638346,6.651804E-4,0
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8,0.1053605156578263,0.0,0
09cb3b2b-7b5a-47c5-a7ec-b86292b1b19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.0,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,0.0024956795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024956795,0.0,0.0,0.0,0.5,0,0.6931471805599453,0.004991359,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,0.0024956795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024956795,0.0,0.0,0.0,0.5,1,0.4054651081081644,0.004991359,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,0.0024956795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024956795,0.0,0.0,0.0,0.5,2,0.2876820724517809,0.004991359,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,0.0024956795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024956795,0.0,0.0,0.0,0.5,3,0.22314355131420976,0.004991359,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,0.0024956795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024956795,0.0,0.0,0.0,0.5,4,0.18232155679395462,0.004991359,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,0.0024956795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024956795,0.0,0.0,0.0,0.5,5,0.1541506798272583,0.004991359,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,6,0.13353139262452263,6.651804E-4,3
3361cc08-95bc-454e-ac46-440eab8e3f7a,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,7,0.11778303565638346,6.651804E-4,2
3361cc08-95bc-454e-ac46-440eab8e3f7a,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,8,0.1053605156578263,6.651804E-4,0
3361cc08-95bc-454e-ac46-440eab8e3f7a,3.325902E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.325902E-4,0.0,0.0,0.0,0.5,9,0.09531017980432487,6.651804E-4,2
